"ProteinID","contrast","logFC","AveExpr","t","P.Value","adj.P.Val","B","Protein.Description"
"tr|A0A060BFZ1|A0A060BFZ1_9DINO","CFR - MK",-4.05311316641241,2.94846734923519,-0.824900825783096,0.419042236359994,0.955733580261963,-4.618320513419,"Superoxide dismutase [Fe] OS=Cladocopium sp. C3 OX=2558455 GN=MnSOD PE=2 SV=1"
"tr|A0A060BJB1|A0A060BJB1_9DINO","CFR - MK",-5.84514222852889,18.851148848782,-1.13667624635288,0.275809420154394,0.955733580261963,-4.58240433552513,"Ascorbate peroxidase (Fragment) OS=Symbiodinium sp. A1 OX=503409 GN=APX PE=2 SV=1"
"tr|A0A060BJC5|A0A060BJC5_9DINO","CFR - MK",-2.25021146171435,20.1060794264782,-0.539768450104512,0.599266246223381,0.96971931897334,-4.64203885504349,"Superoxide dismutase [Fe] (Fragment) OS=Symbiodinium sp. B1 OX=503418 GN=MnSOD PE=2 SV=1"
"tr|A0A060BJD1|A0A060BJD1_9DINO","CFR - MK",0.73876774631978,24.4697446754975,1.62878748429154,0.118821229518625,0.955733580261963,-4.50782433958848,"Tubulin beta chain OS=Symbiodinium sp. B1 OX=503418 GN=Tub PE=2 SV=1"
"tr|A0A060BJY5|A0A060BJY5_9DINO","CFR - MK",-3.45364077494338,2.75104265279436,-0.734706586291028,0.470943909557509,0.958451269799308,-4.62695320276287,"Catalase peroxidase (Fragment) OS=Symbiodinium sp. clade F1 OX=1075212 GN=KatG PE=2 SV=1"
"tr|A0A060BQ26|A0A060BQ26_9DINO","CFR - MK",-0.114758162776891,24.8382077272601,-0.252488859373367,0.803209123823603,1,-4.65700011274103,"Superoxide dismutase [Fe] OS=Cladocopium sp. C15 OX=377605 GN=MnSOD PE=2 SV=1"
"tr|A0A060BQU0|A0A060BQU0_9DINO","CFR - MK",2.82412898129424,7.08224637362336,0.484366337159117,0.633324895453838,0.973552117306351,-4.6460648828864,"S-adenosylmethionine synthetase (Fragment) OS=Symbiodinium sp. B1 OX=503418 GN=SAM PE=2 SV=1"
"tr|A0A0A0N1X1|A0A0A0N1X1_9DINO","CFR - MK",5.00107725099248,21.1183348046929,1.22608511850865,0.245131621024849,0.955733580261963,-4.57117325173077,"PSII CP47 apoprotein OS=Symbiodinium sp. Mf1.05b OX=1240977 GN=psbB PE=4 SV=1"
"tr|A0A0A0N1X2|A0A0A0N1X2_9DINO","CFR - MK",-0.477654674824436,24.4584921513663,-0.53387676221954,0.600858684673356,0.96980446443226,-4.64269682892234,"Photosystem II CP43 reaction center protein OS=Symbiodinium sp. Mf1.05b OX=1240977 GN=psbC PE=3 SV=1"
"tr|A0A0A0N2N8|A0A0A0N2N8_9DINO","CFR - MK",0.407941831100736,24.4878006799894,0.877956366684916,0.390268516200258,0.955733580261963,-4.61283333462035,"ATP synthase subunit beta OS=Symbiodinium sp. Mf1.05b OX=1240977 GN=atpB PE=3 SV=1"
"tr|A0A0A0N2P0|A0A0A0N2P0_9DINO","CFR - MK",5.40369881579774,6.27766452682317,0.923988783390122,0.366375313820216,0.955733580261963,-4.60783439466669,"Photosystem I OS=Symbiodinium sp. Mf1.05b OX=1240977 GN=psaB PE=3 SV=1"
"tr|A0A0A0N2S8|A0A0A0N2S8_9DINO","CFR - MK",-7.80584883787538,12.088267324752,-1.27207688703392,0.217764607169793,0.955733580261963,-4.56344814353561,"Cytochrome b6 OS=Symbiodinium sp. Mf1.05b OX=1240977 GN=petB PE=3 SV=1"
"tr|A0A0A0N2S9|A0A0A0N2S9_9DINO","CFR - MK",-3.8468426681512,12.5582739457728,-0.57488153589743,0.571705741923871,0.96971931897334,-4.64000329214282,"Photosystem I P700 chlorophyll a apoprotein A1 OS=Symbiodinium sp. Mf1.05b OX=1240977 GN=psaA PE=3 SV=1"
"tr|A0A0K0VKB7|A0A0K0VKB7_SYMMI","CFR - MK",0.766855605410825,26.0826826361153,1.89695143861309,0.0721935319055504,0.955733580261963,-4.46099632613024,"Translation elongation factor 1 alpha-like protein OS=Symbiodinium microadriaticum subsp. microadriaticum OX=154572 GN=EF-1alpha PE=2 SV=1"
"tr|A0A1Q8ZXV8|A0A1Q8ZXV8_SYMMI","CFR - MK",4.42923332646963,1.26549523613418,1.25483877690537,0.223831156215293,0.955733580261963,-4.56589867942746,"Uncharacterized protein (Fragment) OS=Symbiodinium microadriaticum OX=2951 GN=AK812_SmicGene48732 PE=4 SV=1"
"tr|A0A1Q9BPX8|A0A1Q9BPX8_SYMMI","CFR - MK",-2.97589562788624,15.3468890694814,-0.526148049831363,0.604502301219669,0.96980446443226,-4.6433890369055,"Uncharacterized protein (Fragment) OS=Symbiodinium microadriaticum OX=2951 GN=AK812_SmicGene48312 PE=4 SV=1"
"tr|A0A1Q9BQL8|A0A1Q9BQL8_SYMMI","CFR - MK",2.07137763085822,10.7093277923149,0.328224899049791,0.74611227360497,0.999448952188533,-4.65416881623663,"Uncharacterized protein (Fragment) OS=Symbiodinium microadriaticum OX=2951 GN=AK812_SmicGene48082 PE=4 SV=1"
"tr|A0A1Q9BQT6|A0A1Q9BQT6_SYMMI","CFR - MK",6.86583176967245,6.27073278593238,1.06995525105757,0.297231280771053,0.955733580261963,-4.59058267285171,"Uncharacterized protein (Fragment) OS=Symbiodinium microadriaticum OX=2951 GN=AK812_SmicGene47873 PE=4 SV=1"
"tr|A0A1Q9BQW4|A0A1Q9BQW4_SYMMI","CFR - MK",2.80683635058958,21.0708929847961,1.49065023567163,0.157454200457365,0.955733580261963,-4.53269951664114,"ATP-dependent zinc metalloprotease FtsH (Fragment) OS=Symbiodinium microadriaticum OX=2951 GN=ftsH PE=3 SV=1"
"tr|A0A1Q9BRM0|A0A1Q9BRM0_SYMMI","CFR - MK",-2.2250573324423,21.4461141215567,-1.18246555626322,0.257926646849009,0.955733580261963,-4.57652724128714,"Pyruvate, water dikinase (Fragment) OS=Symbiodinium microadriaticum OX=2951 GN=ppsA PE=3 SV=1"
"tr|A0A1Q9BRW9|A0A1Q9BRW9_SYMMI","CFR - MK",-0.946424609869016,13.2639929593333,-0.157406588086045,0.876483807233234,1,-4.65951870421052,"Uncharacterized protein OS=Symbiodinium microadriaticum OX=2951 GN=AK812_SmicGene47331 PE=4 SV=1"
"tr|A0A1Q9BRZ0|A0A1Q9BRZ0_SYMMI","CFR - MK",-1.70485826588154,3.29891302678499,-0.379698409048103,0.708123267704578,0.990837692285402,-4.65183170236626,"Uncharacterized protein OS=Symbiodinium microadriaticum OX=2951 GN=AK812_SmicGene47439 PE=4 SV=1"
"tr|A0A1Q9BRZ1|A0A1Q9BRZ1_SYMMI","CFR - MK",-4.50926426918915,19.1322831516046,-1.41967599368986,0.172688238119542,0.955733580261963,-4.54204978335241,"Pyruvate, water dikinase (Fragment) OS=Symbiodinium microadriaticum OX=2951 GN=ppsA PE=3 SV=1"
"tr|A0A1Q9BS93|A0A1Q9BS93_SYMMI","CFR - MK",2.55980228019229,1.93413719467243,0.66792393894047,0.511725798446015,0.966182055397156,-4.63276291845019,"Uncharacterized protein OS=Symbiodinium microadriaticum OX=2951 GN=AK812_SmicGene47192 PE=4 SV=1"
"tr|A0A1Q9BSM7|A0A1Q9BSM7_SYMMI","CFR - MK",4.25263219561591,20.1658671218695,1.14032244690027,0.275901060937893,0.955733580261963,-4.58202885021968,"Elongation factor 1-alpha 2 (Fragment) OS=Symbiodinium microadriaticum OX=2951 GN=EFA2 PE=4 SV=1"
"tr|A0A1Q9BSN2|A0A1Q9BSN2_SYMMI","CFR - MK",0,1.59961541206691,0,1,1,-4.66112458040524,"Uncharacterized protein (Fragment) OS=Symbiodinium microadriaticum OX=2951 GN=AK812_SmicGene46996 PE=4 SV=1"
"tr|A0A1Q9BSP5|A0A1Q9BSP5_SYMMI","CFR - MK",-0.304072501158071,23.1372362370575,-0.493406710951982,0.627035350464505,0.972975545947154,-4.6455038082534,"Fucoxanthin-chlorophyll a-c binding protein B, chloroplastic (Fragment) OS=Symbiodinium microadriaticum OX=2951 GN=FCPB PE=4 SV=1"
"tr|A0A1Q9BSU3|A0A1Q9BSU3_SYMMI","CFR - MK",-2.69782012003512,20.5291237109632,-1.6603865533352,0.11224773549084,0.955733580261963,-4.50249867257398,"Uncharacterized protein OS=Symbiodinium microadriaticum OX=2951 GN=AK812_SmicGene46902 PE=4 SV=1"
"tr|A0A1Q9BT50|A0A1Q9BT50_SYMMI","CFR - MK",-0.722146010987796,21.7492262000803,-0.912252818941131,0.372371898516338,0.955733580261963,-4.60912957401769,"Type-3 glutamine synthetase OS=Symbiodinium microadriaticum OX=2951 GN=glnA3 PE=3 SV=1"
"tr|A0A1Q9BT89|A0A1Q9BT89_SYMMI","CFR - MK",0,1.33826132031496,0,1,1,-4.66112458040524,"Pentatricopeptide repeat-containing protein, mitochondrial (Fragment) OS=Symbiodinium microadriaticum OX=2951 GN=AK812_SmicGene46729 PE=4 SV=1"
"tr|A0A1Q9BTJ1|A0A1Q9BTJ1_SYMMI","CFR - MK",-1.7339553917636,9.22246842885901,-0.346115360995567,0.732827251388864,0.997505265434504,-4.653394179471,"Uncharacterized protein OS=Symbiodinium microadriaticum OX=2951 GN=AK812_SmicGene46680 PE=4 SV=1"
"tr|A0A1Q9BU41|A0A1Q9BU41_SYMMI","CFR - MK",2.75857495276118,7.69616153509401,0.437004573151979,0.666733997042595,0.978389448100024,-4.64884142426359,"Uncharacterized protein OS=Symbiodinium microadriaticum OX=2951 GN=AK812_SmicGene46333 PE=4 SV=1"
"tr|A0A1Q9BU68|A0A1Q9BU68_SYMMI","CFR - MK",2.13212111438221,14.8453965027137,0.372946334188918,0.713064744866241,0.99131806931995,-4.65215717138623,"Uncharacterized protein (Fragment) OS=Symbiodinium microadriaticum OX=2951 GN=AK812_SmicGene46313 PE=4 SV=1"
"tr|A0A1Q9BUE8|A0A1Q9BUE8_SYMMI","CFR - MK",-0.959430875164223,17.1661805048385,-0.229959692904466,0.820430761220614,1,-4.6577015948469,"Uncharacterized protein (Fragment) OS=Symbiodinium microadriaticum OX=2951 GN=AK812_SmicGene46236 PE=4 SV=1"
"tr|A0A1Q9BUI4|A0A1Q9BUI4_SYMMI","CFR - MK",2.49479335986458,6.75100281884127,0.406705814760821,0.688491772783975,0.986158240585281,-4.65047312282244,"Uncharacterized protein (Fragment) OS=Symbiodinium microadriaticum OX=2951 GN=AK812_SmicGene46126 PE=4 SV=1"
"tr|A0A1Q9BUJ8|A0A1Q9BUJ8_SYMMI","CFR - MK",-7.74288829612905,5.70844765198014,-1.39989924454568,0.176682297651445,0.955733580261963,-4.54454830343108,"Urease subunit alpha (Fragment) OS=Symbiodinium microadriaticum OX=2951 GN=ureC PE=4 SV=1"
"tr|A0A1Q9BUT2|A0A1Q9BUT2_SYMMI","CFR - MK",-14.0777634544877,5.02777266231702,-2.74731898542426,0.0123307006073202,0.955733580261963,-4.2982459215142,"Caltractin OS=Symbiodinium microadriaticum OX=2951 GN=Caltractin PE=3 SV=1"
"tr|A0A1Q9BUT7|A0A1Q9BUT7_SYMMI","CFR - MK",7.02584541599274,4.91854643915741,1.32960498095288,0.198437316203177,0.955733580261963,-4.55509775996833,"Fructose-bisphosphate aldolase (Fragment) OS=Symbiodinium microadriaticum OX=2951 GN=fbaA PE=3 SV=1"
"tr|A0A1Q9BV61|A0A1Q9BV61_SYMMI","CFR - MK",-1.18101364016844,5.88540741513008,-0.188445182500201,0.852403929048305,1,-4.65882408918561,"Uncharacterized protein OS=Symbiodinium microadriaticum OX=2951 GN=AK812_SmicGene45862 PE=4 SV=1"
"tr|A0A1Q9BVB1|A0A1Q9BVB1_SYMMI","CFR - MK",0.363415240469966,21.2378021799662,0.488786410295375,0.630246171952086,0.972975545947154,-4.6457917984354,"Uncharacterized protein OS=Symbiodinium microadriaticum OX=2951 GN=AK812_SmicGene45896 PE=4 SV=1"
"tr|A0A1Q9BVR1|A0A1Q9BVR1_SYMMI","CFR - MK",0,1.64077106365962,0,1,1,-4.66112458040524,"Uncharacterized protein (Fragment) OS=Symbiodinium microadriaticum OX=2951 GN=AK812_SmicGene45589 PE=4 SV=1"
"tr|A0A1Q9BVT7|A0A1Q9BVT7_SYMMI","CFR - MK",3.24600672519142,11.2715099577777,0.503461458160034,0.620074196268972,0.972975545947154,-4.64486814120786,"Putative beta-glucosidase J (Fragment) OS=Symbiodinium microadriaticum OX=2951 GN=bglJ PE=4 SV=1"
"tr|A0A1Q9BVY2|A0A1Q9BVY2_SYMMI","CFR - MK",-4.64605119952386,18.2045933705759,-0.97868476532994,0.342001591020804,0.955733580261963,-4.60155028966417,"Fructose-bisphosphate aldolase OS=Symbiodinium microadriaticum OX=2951 GN=AK812_SmicGene45503 PE=3 SV=1"
"tr|A0A1Q9BW25|A0A1Q9BW25_SYMMI","CFR - MK",8.68718103222114,13.1117884162815,1.58704529383052,0.127999358174315,0.955733580261963,-4.51477060131299,"Uncharacterized protein (Fragment) OS=Symbiodinium microadriaticum OX=2951 GN=AK812_SmicGene45411 PE=4 SV=1"
"tr|A0A1Q9BW36|A0A1Q9BW36_SYMMI","CFR - MK",-7.08414935138074,6.97230974988723,-1.20433564349299,0.242352159358452,0.955733580261963,-4.57293652357167,"Uncharacterized protein OS=Symbiodinium microadriaticum OX=2951 GN=AK812_SmicGene45440 PE=4 SV=1"
"tr|A0A1Q9BW59|A0A1Q9BW59_SYMMI","CFR - MK",-2.44790715648238,2.55006286526404,-0.624615432588598,0.539200153660153,0.96971931897334,-4.63625844860691,"Uncharacterized protein (Fragment) OS=Symbiodinium microadriaticum OX=2951 GN=AK812_SmicGene45463 PE=4 SV=1"
